Sample_ID,Actinobacillus,Actinomyces,Aggregatibacter,Alkalibacterium,Atopobium,Bacillus,Bacteroides,Bulleidia,Campylobacter,Capnocytophaga,Catonella,Chryseobacterium,Corynebacterium,Defluvibacter,Dialister,Fusobacterium,Gemella,Granulicatella,Haemophilus,Halomonas,Helicobacter,Herbaspirillum,Janthinobacterium,Kingella,Lautropia,Leptotrichia,Luteibacter,Marinilactibacillus,Microbacterium,Micrococcus,Mogibacterium,Moryella,Neisseria,Nesterenkonia,Ochrobactrum,Oribacterium,Other,Paracoccus,Parvimonas,Pedobacter,Peptostreptococcus,Porphyromonas,Prevotella,Propionibacterium,Pseudomonas,Psychrobacter,Rothia,Selenomonas,Shewanella,Sphingomonas,Staphylococcus,Stenotrophomonas,Streptococcus,TG5,Tannerella,Thiobacillus,Treponema,Unclassified,Veillonella,[Prevotella]
P001Z12,1.136165265685893,5.666961811134691,-1.3296061511012969,5.125296115597121,3.407573238000313,2.5076641387316965,5.543468244888967,3.427600663370879,-1.3296061511012969,-1.3296061511012969,-1.3296061511012969,3.2229558496985353,1.785912501241535,0.9179052944756156,-1.3296061511012969,4.217380477973912,0.396158005634879,6.086803683725785,3.120564346476443,2.2216368611464086,-0.7589268836299841,1.8833934891035824,0.6383098945961123,-1.3296061511012969,-1.3296061511012969,3.5458979265191273,-0.7589268836299841,-1.3296061511012969,2.6025225351913033,-1.3296061511012969,-1.3296061511012969,-1.3296061511012969,4.561708632768268,2.3842674910884547,0.8331058669640194,-1.3296061511012969,4.328037599816179,1.1994791562152392,-1.3296061511012969,4.086117995685655,-1.3296061511012969,4.702311609680601,6.717104423092264,1.1994791562152392,-0.7589268836299841,-1.3296061511012969,5.939515659785966,0.2488245539916374,2.689157270081716,0.2488245539916374,2.6752293903956295,3.2627068381418587,7.029765698394424,-1.3296061511012969,-1.3296061511012969,2.243471981315909,-1.3296061511012969,6.580870097378017,6.379527898712967,5.467354425574365
P001Z13,-0.34847337773175546,6.435699867363459,0.39330031426782064,2.158804302690254,3.9829379746495714,-1.1465993217019843,2.0892311932868255,4.501487521446904,3.7384554395468426,4.682144209930697,2.4975941300544298,-1.1465993217019843,0.39330031426782064,-1.1465993217019843,2.0144532972316815,6.476240141921908,2.7746935624300884,5.105039777704263,5.107390956578577,-1.1465993217019843,1.2854056698615164,-1.1465993217019843,0.6258917286607861,-0.6699385114264516,0.5163431788624582,5.249452085371405,-0.34847337773175546,-1.1465993217019843,-0.6699385114264516,-1.1465993217019843,1.9336284440094458,2.9516815036184623,5.987110820328185,0.089670694596796,-1.1465993217019843,3.334460601974003,2.0649212754008905,-1.1465993217019843,3.770256427186207,1.0438167186955285,3.209424204653323,5.997289580255554,6.397979131062268,0.39330031426782064,-0.6699385114264516,-1.1465993217019843,5.15664859806817,2.2849223983028715,-1.1465993217019843,-1.1465993217019843,0.8968985741175945,0.8144626323753332,7.661200288048933,-0.34847337773175546,3.209424204653323,-0.10559458229543672,2.686182181717096,6.275080590945093,6.07251169104531,4.4161646963045955
P001Z14,1.3678076111941921,5.945385655119015,0.07288026473417375,3.663449807376315,3.124309912547301,-1.512934962387849,4.293321172102745,3.3379501972915913,3.3678708881373343,3.452609470960973,0.3080101501482968,0.7957281260140485,1.2109006146442693,-1.512934962387849,2.402842903244033,5.238540192066493,2.2347216306781386,5.796789191903469,1.5648738215066818,0.9167574368027243,1.2109006146442693,1.3678076111941921,0.6580074061242662,1.9944402835624357,1.5648738215066818,3.004601657346776,-1.512934962387849,1.5648738215066818,1.9136618477363534,-0.23510393847769961,0.6580074061242662,2.2647787031151694,4.350096002910988,0.7957281260140485,-1.512934962387849,3.6779667427252063,3.579605593752266,1.5034012670683854,1.9136618477363534,2.8356769552290757,2.6724862680830332,3.603178147622864,6.911282167890157,0.7957281260140485,2.069178449306129,1.6227853501108838,3.264443694315779,1.6775259304762242,-0.6824533151279422,0.6580074061242662,-1.512934962387849,2.7483195776250025,7.1901341377275525,-1.512934962387849,2.6525940389956704,-1.512934962387849,1.9136618477363534,5.645632098424997,6.106996644116315,5.55612436511233
P001Z18,4.143997650777108,5.634243266006143,2.9476213762973,3.197060636271795,2.785119711244448,-0.7374498633782931,3.6654110587663586,2.9308159161613085,2.287355535278949,2.9308159161613085,-0.45074287447073225,0.24093989572840613,2.254572023638609,-1.1409676521368688,-1.1409676521368688,5.121338970866843,3.9712079413078207,5.838363585698787,5.036308524547001,0.7999274221449006,0.358560086662683,-0.22818482998693845,-1.1409676521368688,0.7258839052409769,2.2032890263741045,4.507441567782575,-1.1409676521368688,-1.1409676521368688,1.5616204701854688,-1.1409676521368688,1.6568950842716017,2.422877026613989,5.809253709494944,1.379377153518102,0.10761783592475815,3.558247623165774,3.0579592120889476,-1.1409676521368688,-1.1409676521368688,2.7948747687566033,0.8688644290576537,5.750889849544668,6.520807813988651,-1.1409676521368688,0.10761783592475815,-1.1409676521368688,6.096696147493112,1.1563509509171261,0.358560086662683,0.4637903074513776,-1.1409676521368688,2.2032890263741045,7.952309075348763,-1.1409676521368688,2.626074860432687,-1.1409676521368688,1.6568950842716017,6.2571573010984896,6.162395271692567,4.278154855136874
P002Z18,2.350094674347635,3.820098088018944,-1.238501521695735,6.664076914763244,-1.238501521695735,2.943588586574193,6.037686703840407,-1.238501521695735,-1.238501521695735,-1.238501521695735,-1.238501521695735,-1.238501521695735,3.782124420609012,-1.238501521695735,-1.238501521695735,4.154753116804225,-1.238501521695735,4.18968762605238,0.9383501668812917,3.990944506742612,4.564618129074994,-1.238501521695735,3.2047244592498725,-1.238501521695735,-1.238501521695735,-1.238501521695735,-1.238501521695735,3.820098088018944,5.262145939413696,-1.238501521695735,-1.238501521695735,-1.238501521695735,5.335726916944565,3.8446357019638304,-1.238501521695735,-1.238501521695735,5.716784922651252,-1.238501521695735,-1.238501521695735,5.321990875239466,2.709279368363431,4.1982338387815314,4.1982338387815314,4.3981126438222615,4.9471862791491095,-1.238501521695735,5.788692199197271,-1.238501521695735,-1.238501521695735,-1.238501521695735,3.4836835166645814,5.517360852537508,6.83079605335821,-1.238501521695735,-1.238501521695735,-1.238501521695735,-1.238501521695735,7.214300386143203,3.88034884866401,-1.238501521695735
P003Z10,-1.1976588432744695,6.070222724056288,1.8320334619195462,3.4345050768789713,4.338491399989232,1.4504462477224012,2.5405495751702087,3.0015893871721575,3.3159419415097267,3.4503509035372852,0.2567171741173251,1.022036600279038,0.5811363322362464,-0.2265370196980392,-1.1976588432744695,4.448620688716377,3.3159419415097267,5.372037078435947,4.021514704570488,1.7494061433308374,5.283059502321614,1.1860851867034912,-1.1976588432744695,1.1860851867034912,-1.1976588432744695,3.297795725366818,-1.1976588432744695,-1.1976588432744695,0.825691294730138,-1.1976588432744695,1.560333166762339,2.323337572065487,4.395071336353505,1.1860851867034912,0.5811363322362464,3.0955343760475307,4.883374076179368,-1.1976588432744695,-1.1976588432744695,2.323337572065487,0.5811363322362464,5.032900903021265,7.715980330496498,1.9792558382590997,-0.2265370196980392,0.5811363322362464,5.003401149532202,3.8785633380625253,-1.1976588432744695,-1.1976588432744695,-1.1976588432744695,1.022036600279038,6.645925497191778,2.221257221504219,2.5007186185243873,1.022036600279038,3.5688159611373047,6.605200299978076,6.362869100240254,6.10840346804539
P003Z15,-1.002035165104516,3.6992370800577445,-0.3453438982679309,0.642346135132728,4.674902787363241,-1.002035165104516,0.44474362137170864,3.5783680868076697,4.1789639707108694,4.10869408068993,0.04766779365747098,-1.002035165104516,-0.3453438982679309,-1.002035165104516,3.499179244638783,7.626778009106275,2.1254894755983225,4.263982380472,2.8068261741480445,-1.002035165104516,7.024920003834946,-1.002035165104516,-1.002035165104516,-1.002035165104516,0.8072705659618702,2.753990051017211,-1.002035165104516,-0.6207257364290655,-1.002035165104516,-1.002035165104516,2.293625153998992,-1.002035165104516,2.1847318470177495,-1.002035165104516,-1.002035165104516,5.168960420589919,1.7010707015115258,-1.002035165104516,4.133581012717494,-0.3453438982679309,-0.6207257364290655,3.8070595234214855,6.717704403126749,-0.3453438982679309,-1.002035165104516,-0.6207257364290655,3.1732698824960437,4.549772331369933,-1.002035165104516,-1.002035165104516,-1.002035165104516,-0.3453438982679309,5.2382665332862075,4.0451171913706085,4.111490078994653,-1.002035165104516,6.138234685501153,7.637268204173949,3.88705731428964,3.784083584298412
P004Z17,-1.1349189897138725,4.602024145960979,-1.1349189897138725,4.071078375211157,3.908423334977985,-0.3738114833230597,5.240602951985567,1.9607466334099914,2.534054409821258,-1.1349189897138725,-1.1349189897138725,-1.1349189897138725,1.6964714949466817,0.3516588594217165,-1.1349189897138725,-0.6836377587117273,-1.1349189897138725,5.401700134101822,3.4140294224238863,-0.6836377587117273,-1.1349189897138725,-0.1376130273795706,-0.6836377587117273,1.9077588678810127,1.7295286488240729,3.824002326290657,-1.1349189897138725,-1.1349189897138725,1.5124908885958153,0.4729697041524492,2.393754297259986,3.35820214814048,6.307143237363869,0.05331806674446682,0.7676702765484791,4.019744488332431,2.7893899808396805,1.2349030122669138,-1.1349189897138725,3.517122926291795,3.472610159364314,5.035445057251834,7.237159980960613,1.4712537012600269,0.8493256664866333,-1.1349189897138725,3.976003784498844,1.8518055272610914,-0.6836377587117273,-1.1349189897138725,1.0605840854141082,1.9607466334099914,6.809003808868679,-1.1349189897138725,-1.1349189897138725,-1.1349189897138725,-1.1349189897138725,5.085440740815949,5.676747815023155,5.973841817426818
P005Z08,-1.2337491860159489,6.476867571105743,-1.2337491860159489,5.652027021724476,4.398792292561269,-1.2337491860159489,5.6459542086940075,3.687867044230498,4.151521018291663,-1.2337491860159489,3.1229121812762832,1.3192509356805022,-1.2337491860159489,-1.2337491860159489,3.6132127846860937,4.480189541676394,-1.2337491860159489,5.641885081048551,-1.2337491860159489,0.7010699955047102,-1.2337491860159489,-1.2337491860159489,3.597589057990988,-1.2337491860159489,3.1722969856430474,4.370117832523332,0.3653409959711791,3.973725619297092,4.026365739527303,-1.2337491860159489,3.8832751797336194,3.702151671359781,-1.2337491860159489,3.9295227113461992,1.462218204698675,4.74229342070051,4.238150355508886,-1.2337491860159489,3.8096281653089648,5.34773062568494,-1.2337491860159489,-1.2337491860159489,6.804325697032583,3.1722969856430474,4.195773473976344,-1.2337491860159489,5.8458838853027455,3.702151671359781,0.9519712754781189,1.1523789694786206,-1.2337491860159489,5.762720041733529,6.338587032472344,-1.2337491860159489,-1.2337491860159489,-1.2337491860159489,-1.2337491860159489,6.925467466851834,6.094791634000317,4.133256757533292
P007Z08,0.22498139933420802,5.349518244352602,-1.3418780093080631,3.9723983079684064,3.8536751241465996,0.22498139933420802,4.291771113267789,3.137799830863403,3.7027770842695027,2.5759379848588795,0.6486358103532961,1.7987130900403194,0.3488643711110253,0.3488643711110253,2.9139081539167435,5.735285549518165,2.6486246277494745,4.416912337741163,2.16152684215114,0.6486358103532961,2.1988568270447324,-0.5248072543369169,0.45907818586198523,2.102781374907151,-1.3418780093080631,3.024112115102496,1.4410511053132726,0.6486358103532961,1.0660458765367338,1.0660458765367338,1.4793957515234588,1.877530299936045,4.108808772441056,0.6486358103532961,-1.3418780093080631,2.3975854361570503,3.2717050765219273,1.7709970157223234,3.2779518775824945,3.4063462075522537,2.7272439831059696,5.344799705568221,7.928729726588849,1.90248016554329,0.8079232390362874,0.22498139933420802,3.0863490828477875,4.280409483821197,-1.3418780093080631,0.9452899511506567,1.4410511053132726,1.551937406928234,6.185507281167489,1.17377835691401,1.7709970157223234,1.9268226584752917,4.672390456035605,5.803332609375474,5.399257570296698,6.0085161786299395
