Sample_ID,Actinobacillus,Actinomyces,Aggregatibacter,Alkalibacterium,Atopobium,Bacillus,Bacteroides,Bulleidia,Campylobacter,Capnocytophaga,Catonella,Chryseobacterium,Corynebacterium,Defluvibacter,Dialister,Fusobacterium,Gemella,Granulicatella,Haemophilus,Halomonas,Herbaspirillum,Janthinobacterium,Kingella,Lautropia,Leptotrichia,Luteibacter,Marinilactibacillus,Microbacterium,Micrococcus,Mogibacterium,Moryella,Neisseria,Nesterenkonia,Ochrobactrum,Oribacterium,Other,Paracoccus,Parvimonas,Pedobacter,Peptostreptococcus,Porphyromonas,Prevotella,Propionibacterium,Pseudomonas,Psychrobacter,Rothia,Selenomonas,Shewanella,Sphingomonas,Staphylococcus,Stenotrophomonas,Streptococcus,TG5,Tannerella,Thiobacillus,Treponema,Unclassified,Veillonella,[Prevotella]
P001Z12,1.1323656128567654,5.663217002932334,-1.3340032494267433,5.121550878080939,3.4038233073904305,2.5039058609729565,5.5397233581879135,3.423850846171047,-1.3340032494267433,-1.3340032494267433,-1.3340032494267433,3.2192047593858915,1.782139340138305,0.914092118339676,-1.3340032494267433,4.213633722076084,0.3922975877556443,6.083059080275861,3.1168125144528,2.2178739254336852,1.8796230169337251,0.6344744696644025,-1.3340032494267433,-1.3340032494267433,3.5421487347944804,-0.7630400159218222,-1.3340032494267433,2.598765530458789,-1.3340032494267433,-1.3340032494267433,-1.3340032494267433,4.5579626182108886,2.380507365883603,0.8292865872720885,-1.3340032494267433,4.324291110508366,1.1956829048980282,-1.3340032494267433,4.0823708828212,-1.3340032494267433,4.698565831689233,6.7133600031422445,1.1956829048980282,-0.7630400159218222,-1.3340032494267433,5.935770994058149,0.24494568815662277,2.685401327082354,0.24494568815662277,2.67147328285011,3.2589560159259703,7.026021334549545,-1.3340032494267433,-1.3340032494267433,2.2397094500319668,-1.3340032494267433,6.577125646930806,6.375783394857372,5.463609485434752
P001Z13,-0.341156430347052,6.443372390929499,0.40080371485922583,2.166448225089045,3.9906062210130617,-1.139717329700483,2.0968730259094324,4.509157661392501,3.7461223897496083,4.689814810400219,2.5052463873263227,-1.139717329700483,0.40080371485922583,-1.139717329700483,2.0220927155522643,6.483912681488366,2.782350822077376,5.11271118024384,5.115062362696581,-1.139717329700483,-1.139717329700483,0.6334303120477891,-0.6627565654888681,0.5238662076350327,5.257123692809924,-0.341156430347052,-1.139717329700483,-0.6627565654888681,-1.139717329700483,1.9412650415439545,2.959341304571902,5.994783115906183,0.0971139461229793,-1.139717329700483,3.342124577284962,2.0725623428639155,-1.139717329700483,3.77792356444526,1.0514011940908716,3.217086987778738,6.004961882220957,6.405651639146736,0.40080371485922583,-0.6627565654888681,-1.139717329700483,5.164320077252489,2.2925697573964214,-1.139717329700483,-1.139717329700483,0.904469050630957,0.8220243049801574,7.66887309610181,-0.341156430347052,3.217086987778738,-0.09820086324144484,2.6938379914551946,6.282753044339657,6.080184038251592,4.423834588073177
P001Z14,1.374947923023484,5.9525708816205345,0.07990027333756622,3.670630930734034,3.1314877707395574,-1.5065586115540501,4.3005044310376475,3.3451295626009756,3.3750504399717425,3.459789521751463,0.31506487717923193,0.8028334045334997,1.2180332166070045,-1.5065586115540501,2.410012476458939,5.2457249392022245,2.241888252653639,5.803974343669918,1.5720222505327293,0.923871882256889,1.374947923023484,0.6651008104968072,2.0016017256543384,1.5720222505327293,3.011778519198292,-1.5065586115540501,1.5720222505327293,1.920821249556508,-0.22814369557501735,0.6651008104968072,2.2719458897860427,4.357279396189848,0.8028334045334997,-1.5065586115540501,3.6851479319410716,3.5867863174506143,1.5105473334629194,1.920821249556508,2.842852191867415,2.6796596512034263,3.6103589870907458,6.918467683320571,0.8028334045334997,2.076341637811982,1.6299358758894593,3.271622576975626,1.6846783296185999,-0.6756202847356416,0.6651008104968072,-1.5065586115540501,2.755493859732188,7.19731969636888,-1.5065586115540501,2.659767174791847,-1.5065586115540501,1.920821249556508,5.652817161873476,6.114181940232245,5.5633093696123534
P001Z18,4.146169225883551,5.636415886444212,2.9497898369120827,3.1992300823404545,2.7872873842080175,-0.7354548300061392,3.6675818056412792,2.9329843011248204,2.289519820798313,2.9329843011248204,-0.4487034955196183,0.24304595181575905,2.2567360212478826,-1.1390610569810669,-1.1390610569810669,5.12351138756002,3.973379261901636,5.840536262272709,5.038480896174535,0.802062112645789,-0.2261188030787924,-1.1390610569810669,0.7280156572604035,2.2054525542429584,4.509613554071482,-1.1390610569810669,-1.1390610569810669,1.5637755443429944,-1.1390610569810669,1.6590517806211516,2.425042407035142,5.8114263787464715,1.3815286592500433,0.10971435501690685,3.5604181237187777,3.060128139037123,-1.1390610569810669,-1.1390610569810669,2.7970424927000286,0.8710016665419253,5.7530625034571745,6.522980613178719,-1.1390610569810669,0.10971435501690685,-1.1390610569810669,6.098868880504315,1.1584971050336366,0.3606735631112574,0.4659097218896857,-1.1390610569810669,2.2054525542429584,7.954481969885957,-1.1390610569810669,2.628241628082862,-1.1390610569810669,1.6590517806211516,6.259330062493837,6.1645680168783805,4.280326599652987
P002Z18,2.387096561943846,3.857432489198417,-1.216810678597458,6.701504798575086,-1.216810678597458,2.9807837610764834,6.075109557667379,-1.216810678597458,-1.216810678597458,-1.216810678597458,-1.216810678597458,-1.216810678597458,3.819454979898084,-1.216810678597458,-1.216810678597458,4.192115749626059,-1.216810678597458,4.227052697408128,0.9740110311549861,4.0282944970329355,-1.216810678597458,3.24197444835879,-1.216810678597458,-1.216810678597458,-1.216810678597458,-1.216810678597458,3.857432489198417,5.299556131062053,-1.216810678597458,-1.216810678597458,-1.216810678597458,5.373138773417725,3.8819725091899953,-1.216810678597458,-1.216810678597458,5.754203687803944,-1.216810678597458,-1.216810678597458,5.359402430152045,2.7464115648476533,4.2355994938305885,4.2355994938305885,4.4354906196292605,4.984587782667274,-1.216810678597458,5.826111997787116,-1.216810678597458,-1.216810678597458,-1.216810678597458,3.5209782196658894,5.554776330427149,6.868224824142713,-1.216810678597458,-1.216810678597458,-1.216810678597458,-1.216810678597458,7.251730714220676,3.917689053922272,-1.216810678597458
P003Z10,-1.1766900926831436,6.12068457245291,1.8811090556187935,3.4847040969076,4.388858897187737,1.4988676777833376,2.5903394131212316,3.0516349967393994,3.3661053178052365,3.5005543750350467,0.3003841255370219,1.0693541892345193,0.6266961061772474,-0.18712814381971477,-1.1766900926831436,4.499000141249667,3.3661053178052365,5.422478433913433,4.071839441524393,1.7983604891756544,1.2338822125664715,-1.1766900926831436,1.2338822125664715,-1.1766900926831436,3.34795326363306,-1.1766900926831436,-1.1766900926831436,0.8723210205841259,-1.1766900926831436,1.6089692413382828,2.3729593810556837,4.445445140063065,1.2338822125664715,0.6266961061772474,3.145619135473863,4.933789733591058,-1.1766900926831436,-1.1766900926831436,2.3729593810556837,0.6266961061772474,5.083325793546056,7.766458553687952,2.0285241016653472,-0.18712814381971477,0.6266961061772474,5.053824326125413,3.9288638847357786,-1.1766900926831436,-1.1766900926831436,-1.1766900926831436,1.0693541892345193,6.696396225305502,2.270786524981644,2.5504803149164896,1.0693541892345193,3.6190505680852594,6.655670553912848,6.4133360959111245,6.158866076442285
P003Z15,-0.9958310882427615,3.8512045620443836,-0.26566576835428357,0.76879809325815,4.827644674084904,-0.9958310882427615,0.5652529755941291,3.7301758089869406,4.331405131105729,4.261079241027515,0.1518403367531267,-0.9958310882427615,-0.26566576835428357,-0.9958310882427615,3.6508713109781983,7.779963653561418,2.2726900272986326,4.416486235073992,2.95700031518727,-0.9958310882427615,-0.9958310882427615,-0.9958310882427615,-0.9958310882427615,0.9378373335071295,2.9039992065838245,-0.9958310882427615,-0.5655355922789269,-0.9958310882427615,-0.9958310882427615,2.441758113751507,-0.9958310882427615,2.33227905871607,-0.9958310882427615,-0.9958310882427615,5.321884868080785,1.845079340748816,-0.9958310882427615,4.285986458052479,-0.26566576835428357,-0.5655355922789269,3.95915408792644,6.870853803976037,-0.26566576835428357,-0.9958310882427615,-0.5655355922789269,3.32437645071363,4.702451790541323,-0.9958310882427615,-0.9958310882427615,-0.9958310882427615,-0.26566576835428357,5.391210110274555,4.19744817774034,4.26387754358609,-0.9958310882427615,6.291336429987421,7.790454103826594,4.039237687077058,3.936152206832464
P004Z17,-1.1413891524878217,4.596239445560434,-1.1413891524878217,4.065292121894759,3.9026364158235074,-0.37991515658033137,5.234819297791823,1.9549330459956415,2.528254394402075,-1.1413891524878217,-1.1413891524878217,-1.1413891524878217,1.6906484988765653,0.34572090177841375,-1.1413891524878217,-0.6898581098057317,-1.1413891524878217,5.395916654072179,3.408239666743518,-0.6898581098057317,-0.14364912147051,-0.6898581098057317,1.9019435878740154,1.7237069701110714,3.818215016426593,-1.1413891524878217,-1.1413891524878217,1.5066597091236078,0.46704950929992606,2.387951641197515,3.352411974935455,6.301360350807421,0.04732605742317375,0.7617852336524429,4.0139580364517595,2.7835939161145546,1.2290562524543018,-1.1413891524878217,3.5113338829614813,3.466820817447916,5.029661136505959,7.231377338337098,1.4654204716788133,0.8434486656920992,-1.1413891524878217,3.970217155193124,1.845988359846281,-0.6898581098057317,-1.1413891524878217,1.0547250846939251,1.9549330459956415,6.80322108129265,-1.1413891524878217,-1.1413891524878217,-1.1413891524878217,-1.1413891524878217,5.079656890151574,5.670964574583968,5.968058771498676
P005Z08,-1.2405654798613401,6.47005127726033,-1.2405654798613401,5.645210727879064,4.391975998715856,-1.2405654798613401,5.639137914848595,3.6810507503850856,4.1447047244462505,-1.2405654798613401,3.1160958874308715,1.3124346418350914,-1.2405654798613401,-1.2405654798613401,3.606396490840681,4.473373247830982,-1.2405654798613401,5.635068787203139,-1.2405654798613401,0.6942537016593011,-1.2405654798613401,3.5907727641455756,-1.2405654798613401,3.1654806917976357,4.36330153867792,0.3585247021257718,3.966909325451679,4.019549445681891,-1.2405654798613401,3.8764588858882076,3.6953353775143682,-1.2405654798613401,3.9227064175007875,1.455401910853264,4.7354771268550975,4.231334061663474,-1.2405654798613401,3.802811871463553,5.340914331839527,-1.2405654798613401,-1.2405654798613401,6.797509403187171,3.1654806917976357,4.188957180130932,-1.2405654798613401,5.839067591457333,3.6953353775143682,0.945154981632709,1.1455626756332107,-1.2405654798613401,5.755903747888118,6.331770738626933,-1.2405654798613401,-1.2405654798613401,-1.2405654798613401,-1.2405654798613401,6.918651173006421,6.087975340154904,4.126440463687881
P007Z08,0.2384655522069803,5.363611257901139,-1.3307196233339695,3.986480526536381,3.867755522717805,0.2384655522069803,4.305857279039684,3.1518632240455213,3.716854834803473,2.589976299151889,0.6623315336125319,1.8126828233321968,0.3624199102079366,0.3624199102079366,2.927963200051776,5.749379728977745,2.6626670323781045,4.430999737484446,2.1755351977601594,0.6623315336125319,-0.5120074372688972,0.4726902082120752,2.1167843876143593,-1.3307196233339695,3.0381715032693464,1.4549662590610746,0.6623315336125319,1.079878435938264,1.079878435938264,1.49331773377176,1.8915096534262767,4.122892832044024,0.6623315336125319,-1.3307196233339695,2.411612358991265,3.2857726385215216,1.7849631817731844,3.2920196207639343,3.420417434609499,2.7412904897056833,5.358892701888098,7.942826106557613,1.9164624096773757,0.8216780092763596,0.2384655522069803,3.100410719800288,4.294495529724388,-1.3307196233339695,0.9590886088144952,1.4549662590610746,1.565871612629203,6.199602358480604,1.1876378923113853,1.7849631817731844,1.940807654213569,4.68647994269183,5.817426951764182,5.413350760596623,6.022610950237036
